SYMBOL,AS_OF_DATE,LABEL,LABEL_CHANGED,GENERATION,ANCHOR_DATE,ANCHOR_CLOSE,ANCHOR_PREV_CLOSE,SESSIONS_SINCE_ANCHOR,CLOSE,PREV_CLOSE,VOLUME,AVG_VOLUME_50,VOLUME_MULTIPLE,PCT_MOVE_VS_PREV,PERSISTENT_COUNT,SUSTAINED_COUNT,RESULT_DATE,DAYS_TO_OR_SINCE_RESULTS,CATALYST_CONTEXT
ASKAUTOLTD,2026-09-09,SUSTAINED_EP,False,1,2026-08-03,569.65,528.05,28,627.25,610.15,288722.0,911200.82,0.3168588017732469,2.8,2,5,,,NO_CATALYST
ATULAUTO,2026-09-09,FIZZLE_OUT_EP,False,1,2026-08-03,563.35,515.45,28,456.1,458.9,46298.0,260086.54,0.1780099808317647,-0.61,1,0,,,
BLUEDART,2026-09-09,FIZZLE_OUT_EP,False,1,2026-08-03,5427.0,5160.3,28,4928.4,4987.2,5343.0,24972.66,0.2139539800726074,-1.18,0,0,,,
DHAMPURSUG,2026-09-09,SUSTAINED_EP,False,1,2026-08-03,143.84,135.48,28,170.93,168.88,465136.0,918387.12,0.5064705175743318,1.21,5,7,,,NO_CATALYST
LUMAXIND,2026-09-09,SUSTAINED_EP,False,1,2026-08-03,5772.5,5284.5,28,6214.0,6133.0,10564.0,19235.94,0.5491803363911512,1.32,0,7,,,NO_CATALYST
NOCIL,2026-09-09,SUSTAINED_EP,True,1,2026-08-03,174.05,164.17,28,188.28,185.07,2843821.0,845396.48,3.363890277849276,1.73,1,4,,,NO_CATALYST
REDINGTON,2026-09-09,SUSTAINED_EP,False,1,2026-08-03,347.85,321.65,28,378.05,373.55,4173283.0,7024304.58,0.5941204502837774,1.2,0,9,,,NO_CATALYST
VINDHYATEL,2026-09-09,PERSISTENT_EP,True,1,2026-08-03,2383.0,1985.9,28,2916.4,2793.7,163314.0,78774.48,2.0731841073403467,4.39,5,5,,,NO_CATALYST
ALIVUS,2026-09-09,SUSTAINED_EP,False,1,2026-08-04,1335.8,1214.4,27,1400.1,1372.0,193281.0,167688.6,1.152618603769129,2.05,1,6,,,NO_CATALYST
CAPILLARY,2026-09-09,FIZZLE_OUT_EP,False,1,2026-08-04,534.95,495.55,27,460.3,460.55,419478.0,758125.96,0.5533091097421331,-0.05,1,2,,,
GRAPHITE,2026-09-09,PERSISTENT_EP,True,1,2026-08-04,710.05,657.95,27,844.65,734.25,36292952.0,1363360.98,26.620207364303475,15.04,2,10,,,NO_CATALYST
KEI,2026-09-09,FIZZLE_OUT_EP,False,1,2026-08-04,5500.0,5023.3,27,4669.5,4697.5,773204.0,478944.1,1.6143929949236249,-0.6,0,6,,,
ARTEMISMED,2026-09-09,SUSTAINED_EP,False,1,2026-08-05,322.15,301.75,26,354.3,342.05,813189.0,374528.8,2.171232225665957,3.58,1,6,,,NO_CATALYST
CELLO,2026-09-09,FIZZLE_OUT_EP,True,1,2026-08-05,398.95,344.85,26,337.4,343.95,252463.0,1073067.02,0.23527235046325437,-1.9,0,0,,,
