SYMBOL,AS_OF_DATE,LABEL,LABEL_CHANGED,GENERATION,ANCHOR_DATE,ANCHOR_CLOSE,ANCHOR_PREV_CLOSE,SESSIONS_SINCE_ANCHOR,CLOSE,PREV_CLOSE,VOLUME,AVG_VOLUME_50,VOLUME_MULTIPLE,PCT_MOVE_VS_PREV,PERSISTENT_COUNT,SUSTAINED_COUNT,RESULT_DATE,DAYS_TO_OR_SINCE_RESULTS,CATALYST_CONTEXT
ATULAUTO,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-03,563.35,515.45,15,483.05,487.35,74292.0,258670.36,0.2872072393605514,-0.88,1,0,,,
LUMAXIND,2026-08-21,SUSTAINED_EP,False,1,2026-08-03,5772.5,5284.5,15,5880.0,5808.0,14543.0,16884.96,0.8612990495683733,1.24,0,3,,,NO_CATALYST
URBANCO,2026-08-21,PERSISTENT_EP,True,1,2026-08-03,146.19,129.39,15,158.6,145.49,65665943.0,6245499.46,10.514121956228621,9.01,1,2,,,NO_CATALYST
ALKYLAMINE,2026-08-21,PERSISTENT_EP,True,1,2026-08-04,1921.2,1824.4,14,2052.7,1923.8,462177.0,128084.2,3.6083841722866676,6.7,1,4,,,NO_CATALYST
BASF,2026-08-21,SUSTAINED_EP,False,1,2026-08-04,3947.1,3729.7,14,3902.7,3856.2,20869.0,50084.4,0.4166766498151121,1.21,0,4,,,NO_CATALYST
EPACKPEB,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-04,260.35,243.95,14,234.35,232.9,370981.0,2310614.2,0.160555145900168,0.62,0,0,,,
YASHO,2026-08-21,SUSTAINED_EP,True,1,2026-08-04,4359.9,3884.8,14,4400.0,4284.2,81869.0,64784.48,1.2637131609299017,2.7,1,4,,,NO_CATALYST
ARTEMISMED,2026-08-21,SUSTAINED_EP,False,1,2026-08-05,322.15,301.75,13,326.1,321.3,973919.0,305875.32,3.1840391699467614,1.49,0,3,,,NO_CATALYST
FIEMIND,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-05,2498.0,2324.5,13,2198.8,2190.6,88078.0,80787.2,1.0902469698170008,0.37,1,2,,,
HINDCOPPER,2026-08-21,SUSTAINED_EP,True,1,2026-08-05,533.8,492.35,13,572.7,560.1,13674341.0,6372700.44,2.1457686782465486,2.25,1,4,,,NO_CATALYST
KANSAINER,2026-08-21,SUSTAINED_EP,False,1,2026-08-05,210.38,198.92,13,205.85,201.51,297069.0,322116.42,0.9222410953157868,2.15,0,2,,,NO_CATALYST
OMNI,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-05,732.6,610.5,13,581.0,574.0,376294.0,1275684.68,0.2949741467460439,1.22,0,0,,,
PTC,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-05,198.36,183.44,13,156.56,157.05,1253565.0,1813854.04,0.6911057738692139,-0.31,0,1,,,
DECNGOLD,2026-08-21,SUSTAINED_EP,False,1,2026-08-06,225.43,199.03,12,245.67,242.66,3292732.0,3177973.96,1.0361104406280284,1.24,0,4,,,NO_CATALYST
IGARASHI,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-06,493.8,461.05,12,444.1,446.8,44462.0,574369.38,0.07741011542084643,-0.6,0,0,,,
ARVSMART,2026-08-21,SUSTAINED_EP,False,1,2026-08-07,650.75,603.3,11,667.0,659.1,73088.0,284198.08,0.2571727437426741,1.2,0,3,,,NO_CATALYST
GOCLCORP,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-07,438.25,410.55,11,400.6,398.25,22558.0,144426.12,0.15619058380852438,0.59,0,0,,,
TRAVELFOOD,2026-08-21,FIZZLE_OUT_EP,True,1,2026-08-07,1428.6,1337.2,11,1307.2,1316.2,35441.0,70487.86,0.5027958005818307,-0.68,0,0,,,
ENTERO,2026-08-21,SUSTAINED_EP,False,1,2026-08-10,1315.1,1242.7,10,1423.6,1408.4,103390.0,133518.26,0.774351013861325,1.08,1,3,,,NO_CATALYST
PAYTM,2026-08-21,SUSTAINED_EP,False,1,2026-08-10,1584.1,1441.6,10,1632.0,1603.6,5129938.0,3808220.58,1.3470695544636755,1.77,0,5,,,NO_CATALYST
SKYGOLD,2026-08-21,SUSTAINED_EP,False,1,2026-08-10,779.6,719.4,10,803.5,778.55,777394.0,1291235.76,0.6020542677659423,3.2,0,3,,,NO_CATALYST
THOMASCOTT,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-10,349.05,315.15,10,286.35,290.9,31290.0,88881.72,0.3520408920979477,-1.56,0,0,,,
ESTER,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-11,104.5,99.22,9,95.14,96.16,58483.0,223961.54,0.26112965645797936,-1.06,0,0,,,
POLYMED,2026-08-21,FIZZLE_OUT_EP,False,1,2026-08-11,1863.9,1772.4,9,1719.4,1769.6,96900.0,156480.7,0.6192456961146007,-2.84,0,0,,,
YATRA,2026-08-21,SUSTAINED_EP,False,1,2026-08-11,114.31,104.53,9,116.93,114.64,3316067.0,1836245.14,1.8058955897359108,2.0,1,3,,,NO_CATALYST
DOLPHIN,2026-08-21,SUSTAINED_EP,True,1,2026-08-12,494.35,440.55,8,645.1,621.6,96382.0,93172.52,1.0344466372703025,3.78,2,1,,,NO_CATALYST
ELLEN,2026-08-21,SUSTAINED_EP,False,1,2026-08-12,323.8,294.4,8,328.5,324.35,276473.0,543459.0,0.5087283493327004,1.28,1,2,,,NO_CATALYST
GIPCL,2026-08-21,SUSTAINED_EP,False,1,2026-08-12,174.05,164.64,8,172.64,170.18,422583.0,478514.76,0.8831138249528604,1.45,0,2,,,NO_CATALYST
KENNAMET,2026-08-21,PERSISTENT_EP,True,1,2026-08-12,3572.3,3301.9,8,4044.7,3719.6,216734.0,27935.64,7.758333082757367,8.74,1,4,,,NO_CATALYST
MANINDS,2026-08-21,PERSISTENT_EP,False,1,2026-08-12,598.65,559.1,8,715.4,676.9,2782001.0,615188.08,4.52219587869778,5.69,2,1,,,NO_CATALYST
