SYMBOL,AS_OF_DATE,LABEL,LABEL_CHANGED,GENERATION,ANCHOR_DATE,ANCHOR_CLOSE,ANCHOR_PREV_CLOSE,SESSIONS_SINCE_ANCHOR,CLOSE,PREV_CLOSE,VOLUME,AVG_VOLUME_50,VOLUME_MULTIPLE,PCT_MOVE_VS_PREV,PERSISTENT_COUNT,SUSTAINED_COUNT,RESULT_DATE,DAYS_TO_OR_SINCE_RESULTS,CATALYST_CONTEXT
APLAPOLLO,2026-09-17,SUSTAINED_EP,False,1,2026-08-03,1941.5,1819.5,33,2148.5,2120.0,335858.0,643302.82,0.5220838298206124,1.34,0,9,,,NO_CATALYST
ATULAUTO,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-03,563.35,515.45,33,441.4,436.4,52150.0,237595.16,0.21949100309955807,1.15,1,0,,,
BLUEDART,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-03,5427.0,5160.3,33,4811.3,4850.5,7139.0,24695.4,0.28908217724758456,-0.81,0,0,,,
IGPL,2026-09-17,SUSTAINED_EP,False,1,2026-08-03,496.65,471.25,33,554.55,533.3,69270.0,89188.66,0.7766682445952209,3.98,2,7,,,NO_CATALYST
INDGN,2026-09-17,SUSTAINED_EP,True,1,2026-08-03,545.25,515.15,33,591.75,573.2,272889.0,598583.36,0.45589138996446543,3.24,1,8,,,NO_CATALYST
KIOCL,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-03,394.9,365.55,33,337.7,326.85,90467.0,177749.16,0.5089588046435775,3.32,0,4,,,
NOCIL,2026-09-17,SUSTAINED_EP,False,1,2026-08-03,174.05,164.17,33,186.36,181.95,2002880.0,1074236.08,1.8644691211637574,2.42,1,6,,,NO_CATALYST
RATNAVEER,2026-09-17,PERSISTENT_EP,True,1,2026-08-03,205.79,181.38,33,303.85,286.75,21339407.0,7632951.08,2.7956955018241776,5.96,4,7,,,NO_CATALYST
REDINGTON,2026-09-17,SUSTAINED_EP,False,1,2026-08-03,347.85,321.65,33,400.1,388.15,7092777.0,7683627.04,0.9231027173854082,3.08,0,12,,,NO_CATALYST
VINDHYATEL,2026-09-17,SUSTAINED_EP,True,1,2026-08-03,2383.0,1985.9,33,2632.5,2586.5,49951.0,84893.92,0.5883931381658427,1.78,5,6,,,NO_CATALYST
ALIVUS,2026-09-17,SUSTAINED_EP,False,1,2026-08-04,1335.8,1214.4,32,1387.8,1370.6,72107.0,167117.26,0.4314754801508833,1.25,1,8,,,NO_CATALYST
BASF,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-04,3947.1,3729.7,32,3601.6,3558.4,16853.0,45215.68,0.3727246831187765,1.21,0,5,,,
CAPILLARY,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-04,534.95,495.55,32,448.95,452.05,121509.0,780484.62,0.15568404153819201,-0.69,1,2,,,
EPACKPEB,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-04,260.35,243.95,32,222.26,221.47,315272.0,1130407.74,0.2789011334971928,0.36,0,0,,,
GRAPHITE,2026-09-17,SUSTAINED_EP,False,1,2026-08-04,710.05,657.95,32,814.1,805.05,2989509.0,2437741.76,1.226343597608961,1.12,2,12,,,NO_CATALYST
KEI,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-04,5500.0,5023.3,32,4560.0,4506.0,218838.0,521123.32,0.41993515085834193,1.2,0,6,,,
MANINFRA,2026-09-17,SUSTAINED_EP,False,1,2026-08-04,111.61,99.82,32,125.71,124.23,1602110.0,2159256.26,0.7419730717835225,1.19,1,7,,,NO_CATALYST
UNIMECH,2026-09-17,SUSTAINED_EP,False,1,2026-08-04,1334.1,1259.8,32,1570.6,1515.8,261719.0,233528.48,1.1207155546938001,3.62,3,5,,,NO_CATALYST
MANYAVAR,2026-09-17,SUSTAINED_EP,False,1,2026-08-04,485.9,418.75,32,567.6,554.7,131051.0,1426619.86,0.09186119138983527,2.33,0,8,,,NO_CATALYST
ARTEMISMED,2026-09-17,SUSTAINED_EP,False,1,2026-08-05,322.15,301.75,31,330.85,325.25,283121.0,406617.74,0.6962829511570253,1.72,1,7,,,NO_CATALYST
CELLO,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-05,398.95,344.85,31,327.6,323.4,146537.0,1061121.3,0.1380963703207164,1.3,0,0,,,
EMIL,2026-09-17,SUSTAINED_EP,False,1,2026-08-05,147.56,133.17,31,185.07,180.93,1962550.0,6947723.3,0.2824738285130037,2.29,3,7,,,NO_CATALYST
FIEMIND,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-05,2498.0,2324.5,31,1900.9,1927.9,113760.0,89336.24,1.2733914030856905,-1.4,1,2,,,
GODIGIT,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-05,280.4,263.3,31,255.5,250.9,242318.0,680127.42,0.3562832388083986,1.83,0,0,,,
KANSAINER,2026-09-17,FIZZLE_OUT_EP,False,1,2026-08-05,210.38,198.92,31,184.2,184.81,135649.0,307723.58,0.4408144478235954,-0.33,0,2,,,
