SYMBOL,AS_OF_DATE,LABEL,LABEL_CHANGED,GENERATION,ANCHOR_DATE,ANCHOR_CLOSE,ANCHOR_PREV_CLOSE,SESSIONS_SINCE_ANCHOR,CLOSE,PREV_CLOSE,VOLUME,AVG_VOLUME_50,VOLUME_MULTIPLE,PCT_MOVE_VS_PREV,PERSISTENT_COUNT,SUSTAINED_COUNT,RESULT_DATE,DAYS_TO_OR_SINCE_RESULTS,CATALYST_CONTEXT
ASKAUTOLTD,2026-09-03,SUSTAINED_EP,False,1,2026-08-03,569.65,528.05,24,632.2,623.85,205122.0,907427.16,0.2260478956790317,1.34,2,4,,,NO_CATALYST
ATULAUTO,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-03,563.35,515.45,24,461.3,466.4,161354.0,264189.22,0.6107516423266628,-1.09,1,0,,,
BALRAMCHIN,2026-09-03,PERSISTENT_EP,False,1,2026-08-03,646.8,586.2,24,704.35,669.75,8596034.0,3181403.12,2.70196315140346,5.17,4,2,,,NO_CATALYST
BLUEDART,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-03,5427.0,5160.3,24,5028.8,5017.5,4042.0,25468.2,0.1587077217863846,0.23,0,0,,,
DEEPINDS,2026-09-03,PERSISTENT_EP,True,1,2026-08-03,649.3,596.9,24,744.85,693.65,1577916.0,548145.34,2.8786452877625486,7.38,1,8,,,NO_CATALYST
DHAMPURSUG,2026-09-03,SUSTAINED_EP,False,1,2026-08-03,143.84,135.48,24,177.05,170.67,996614.0,864135.12,1.1533080613596634,3.74,5,5,,,NO_CATALYST
NOCIL,2026-09-03,SUSTAINED_EP,False,1,2026-08-03,174.05,164.17,24,171.8,169.95,590378.0,770414.38,0.7663122798928026,1.09,0,3,,,NO_CATALYST
REDINGTON,2026-09-03,SUSTAINED_EP,False,1,2026-08-03,347.85,321.65,24,372.45,363.2,9042679.0,6951354.0,1.3008514600177175,2.55,0,7,,,NO_CATALYST
SPORTKING,2026-09-03,SUSTAINED_EP,False,1,2026-08-03,229.63,201.26,24,230.6,225.74,377373.0,770001.38,0.4900939268446506,2.15,0,4,,,NO_CATALYST
URBANCO,2026-09-03,SUSTAINED_EP,False,1,2026-08-03,146.19,129.39,24,177.46,171.84,17445212.0,9650031.8,1.8077880323668984,3.27,2,4,,,NO_CATALYST
UTTAMSUGAR,2026-09-03,SUSTAINED_EP,False,1,2026-08-03,240.45,222.33,24,299.0,292.55,298171.0,301540.42,0.9888259756353726,2.2,4,6,,,NO_CATALYST
ALKYLAMINE,2026-09-03,SUSTAINED_EP,False,1,2026-08-04,1921.2,1824.4,23,2003.2,1975.5,51387.0,141474.46,0.3632245707105014,1.4,1,7,,,NO_CATALYST
CAPILLARY,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-04,534.95,495.55,23,480.05,484.0,69647.0,749776.96,0.09289029100067306,-0.82,1,2,,,
EPACKPEB,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-04,260.35,243.95,23,227.3,225.04,320754.0,1189024.3,0.2697623589358098,1.0,0,0,,,
MANINFRA,2026-09-03,SUSTAINED_EP,False,1,2026-08-04,111.61,99.82,23,124.59,123.27,2550009.0,2052846.3,1.2421821351164966,1.07,1,5,,,NO_CATALYST
PAUSHAKLTD,2026-09-03,SUSTAINED_EP,False,1,2026-08-04,735.2,652.8,23,806.15,785.7,64991.0,84627.6,0.7679645883848768,2.6,1,4,,,NO_CATALYST
FIEMIND,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-05,2498.0,2324.5,22,2036.9,2052.0,52260.0,85569.82,0.610729343593337,-0.74,1,2,,,
GODIGIT,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-05,280.4,263.3,22,257.85,258.4,78847.0,790367.84,0.09975987889385783,-0.21,0,0,,,
JGCHEM,2026-09-03,SUSTAINED_EP,True,1,2026-08-05,548.25,505.75,22,612.2,600.85,261636.0,677031.94,0.38644557891906844,1.89,2,4,,,NO_CATALYST
MMP,2026-09-03,SUSTAINED_EP,False,1,2026-08-05,329.35,301.05,22,395.95,384.1,39929.0,89807.66,0.44460572739563636,3.09,2,6,,,NO_CATALYST
OMNI,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-05,732.6,610.5,22,519.25,543.15,648674.0,1277235.36,0.5078735057883145,-4.4,0,0,,,
PTC,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-05,198.36,183.44,22,155.25,155.44,794952.0,2020709.34,0.3934024474791609,-0.12,0,1,,,
SHILPAMED,2026-09-03,SUSTAINED_EP,False,1,2026-08-05,721.75,644.65,22,956.15,928.55,1865429.0,1965950.0,0.9488689946336377,2.97,1,6,,,NO_CATALYST
UNIPARTS,2026-09-03,SUSTAINED_EP,False,1,2026-08-05,801.65,732.95,22,899.9,886.35,128342.0,191510.62,0.6701560466986113,1.53,1,6,,,NO_CATALYST
VARROC,2026-09-03,SUSTAINED_EP,False,1,2026-08-05,717.6,680.75,22,839.15,824.4,265169.0,596031.66,0.4448907965727861,1.79,1,6,,,NO_CATALYST
BAJAJELEC,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-06,382.5,348.1,21,334.2,323.6,146224.0,461146.24,0.31708813238941297,3.28,0,0,,,
IGARASHI,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-06,493.8,461.05,21,416.25,415.0,33667.0,251518.46,0.13385498623043415,0.3,0,0,,,
KOLTEPATIL,2026-09-03,SUSTAINED_EP,False,1,2026-08-06,429.3,392.6,21,449.55,440.8,86270.0,390463.72,0.2209424220001797,1.99,1,6,,,NO_CATALYST
NAVINFLUOR,2026-09-03,SUSTAINED_EP,False,1,2026-08-06,8650.0,7609.5,21,8697.0,8542.5,142402.0,215555.9,0.6606267794108164,1.81,0,2,,,NO_CATALYST
RACLGEAR,2026-09-03,SUSTAINED_EP,False,1,2026-08-06,1475.0,1393.1,21,1558.8,1516.6,29137.0,43481.86,0.6700955294920686,2.78,0,3,,,NO_CATALYST
ROLEXRINGS,2026-09-03,SUSTAINED_EP,False,1,2026-08-06,152.8,144.82,21,174.83,173.01,1379507.0,3979790.78,0.3466280204810164,1.05,1,5,,,NO_CATALYST
AVALON,2026-09-03,SUSTAINED_EP,False,1,2026-08-07,1965.3,1774.5,20,2248.6,2189.6,462178.0,447123.94,1.0336686512469004,2.69,2,4,,,NO_CATALYST
ENRIN,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-07,3648.8,3252.2,20,3155.2,3119.3,548283.0,598911.28,0.915466143833524,1.15,0,1,,,
TRAVELFOOD,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-07,1428.6,1337.2,20,1278.4,1273.5,30371.0,72024.44,0.42167630876408063,0.38,0,0,,,
WINDMACHIN,2026-09-03,SUSTAINED_EP,False,1,2026-08-07,303.55,276.5,20,312.1,305.05,96840.0,147313.6,0.6573731142270639,2.31,1,3,,,NO_CATALYST
BEML,2026-09-03,SUSTAINED_EP,False,1,2026-08-10,1884.4,1787.8,19,2079.4,2032.4,801498.0,372519.94,2.151557309925477,2.31,0,6,,,NO_CATALYST
ENTERO,2026-09-03,SUSTAINED_EP,False,1,2026-08-10,1315.1,1242.7,19,1848.0,1797.4,197997.0,255719.02,0.7742756092214025,2.82,4,5,,,NO_CATALYST
PAYTM,2026-09-03,SUSTAINED_EP,True,1,2026-08-10,1584.1,1441.6,19,1637.0,1619.0,1767936.0,4206044.48,0.4203322167434615,1.11,1,6,,,NO_CATALYST
RAMCOIND,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-10,377.2,339.65,19,324.0,319.5,111578.0,1327491.42,0.08405176735530238,1.41,0,0,,,
THOMASCOTT,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-10,349.05,315.15,19,260.95,267.05,32954.0,85223.02,0.3866795614612108,-2.28,0,0,,,
ARE&M,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-11,970.25,897.7,18,860.4,871.25,352946.0,973047.1,0.36272242114487574,-1.25,0,0,,,
CHENNPETRO,2026-09-03,SUSTAINED_EP,False,1,2026-08-11,1426.1,1240.1,18,1440.0,1414.0,1827672.0,2055717.94,0.8890674953199076,1.84,0,6,,,NO_CATALYST
GLAND,2026-09-03,SUSTAINED_EP,False,1,2026-08-11,2924.4,2667.3,18,2907.9,2868.4,189288.0,689456.98,0.2745464988983069,1.38,0,3,,,NO_CATALYST
INDSWFTLAB,2026-09-03,SUSTAINED_EP,False,1,2026-08-11,284.68,237.24,18,372.7,366.85,536113.0,1432140.68,0.3743438109725366,1.59,3,5,,,NO_CATALYST
WINDLAS,2026-09-03,SUSTAINED_EP,True,1,2026-08-11,943.1,839.65,18,1127.1,1096.6,418192.0,145322.88,2.877674871293495,2.78,3,4,,,NO_CATALYST
ALICON,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-12,772.95,728.55,17,684.55,665.5,18575.0,36616.12,0.5072902317340012,2.86,0,0,,,
DOLPHIN,2026-09-03,SUSTAINED_EP,False,1,2026-08-12,494.35,440.55,17,619.6,603.45,49332.0,87728.16,0.5623279913769991,2.68,2,4,,,NO_CATALYST
GIPCL,2026-09-03,SUSTAINED_EP,False,1,2026-08-12,174.05,164.64,17,208.04,205.94,1048615.0,723234.56,1.4498961443435445,1.02,2,6,,,NO_CATALYST
MANINDS,2026-09-03,PERSISTENT_EP,True,1,2026-08-12,598.65,559.1,17,793.4,744.85,1373550.0,668806.1,2.053734258703681,6.52,4,2,,,NO_CATALYST
ORISSAMINE,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-12,4839.4,4504.8,17,4290.3,4308.6,3888.0,29061.62,0.13378469610434657,-0.42,0,1,,,
PITTIENG,2026-09-03,SUSTAINED_EP,False,1,2026-08-12,1044.1,960.35,17,1105.1,1093.0,71944.0,97594.94,0.7371693655429267,1.11,1,5,,,NO_CATALYST
TDPOWERSYS,2026-09-03,FIZZLE_OUT_EP,False,1,2026-08-12,1480.1,1275.6,17,722.55,735.05,1644894.0,1505100.64,1.0928797425798717,-1.7,0,2,,,
JUBLCPL,2026-09-03,SUSTAINED_EP,False,1,2026-08-13,2322.6,1935.5,16,2304.8,2217.9,10182.0,20229.3,0.5033293292402604,3.92,0,2,,,NO_CATALYST
RSL,2026-09-03,SUSTAINED_EP,False,1,2026-08-13,166.77,155.92,16,181.56,178.98,366889.0,540704.48,0.6785388573070451,1.44,0,6,,,NO_CATALYST
SOLARINDS,2026-09-03,PERSISTENT_EP,True,1,2026-08-13,20324.0,18730.0,16,21500.0,20600.0,481869.0,139205.7,3.461560841258655,4.37,1,4,,,NO_CATALYST
ELGIEQUIP,2026-09-03,SUSTAINED_EP,True,1,2026-08-14,609.5,576.55,15,630.35,616.75,564479.0,522444.68,1.0804569777607842,2.21,1,4,,,NO_CATALYST
