SYMBOL,AS_OF_DATE,LABEL,LABEL_CHANGED,GENERATION,ANCHOR_DATE,ANCHOR_CLOSE,ANCHOR_PREV_CLOSE,SESSIONS_SINCE_ANCHOR,CLOSE,PREV_CLOSE,VOLUME,AVG_VOLUME_50,VOLUME_MULTIPLE,PCT_MOVE_VS_PREV,PERSISTENT_COUNT,SUSTAINED_COUNT,RESULT_DATE,DAYS_TO_OR_SINCE_RESULTS,CATALYST_CONTEXT
ASKAUTOLTD,2026-09-22,SUSTAINED_EP,False,1,2026-08-03,569.65,528.05,36,663.4,655.1,435952.0,903904.58,0.4822986957317995,1.27,2,7,,,NO_CATALYST
ATULAUTO,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-03,563.35,515.45,36,446.6,449.0,35641.0,234574.96,0.15193863829285104,-0.53,1,0,,,
BLUEDART,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-03,5427.0,5160.3,36,4786.6,4806.2,7423.0,24806.4,0.2992372936016512,-0.41,0,0,,,
DHAMPURSUG,2026-09-22,SUSTAINED_EP,False,1,2026-08-03,143.84,135.48,36,164.13,162.29,717925.0,976601.04,0.7351261882743848,1.13,5,10,,,NO_CATALYST
KIOCL,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-03,394.9,365.55,36,342.55,341.0,76799.0,177136.2,0.43355903536374835,0.45,0,4,,,
LUMAXIND,2026-09-22,SUSTAINED_EP,False,1,2026-08-03,5772.5,5284.5,36,5846.0,5778.0,4530.0,19987.1,0.22664618679047988,1.18,0,9,,,NO_CATALYST
ROSSTECH,2026-09-22,PERSISTENT_EP,True,1,2026-08-03,1067.1,954.1,36,1494.1,1359.7,1051024.0,352722.2,2.9797500696015162,9.88,3,8,,,NO_CATALYST
BASF,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-04,3947.1,3729.7,35,3572.2,3663.8,16963.0,46823.82,0.3622728773517411,-2.5,0,5,,,
GRAPHITE,2026-09-22,SUSTAINED_EP,False,1,2026-08-04,710.05,657.95,35,827.75,812.8,1332319.0,2483759.56,0.5364122282432201,1.84,2,14,,,NO_CATALYST
KEI,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-04,5500.0,5023.3,35,4575.0,4596.0,182004.0,523669.04,0.34755539491125925,-0.46,0,6,,,
UNIMECH,2026-09-22,SUSTAINED_EP,True,1,2026-08-04,1334.1,1259.8,35,1732.5,1698.4,1014230.0,246693.9,4.111289334677509,2.01,4,7,,,NO_CATALYST
CELLO,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-05,398.95,344.85,34,320.3,321.95,245545.0,1063312.0,0.23092469566787546,-0.51,0,0,,,
FIEMIND,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-05,2498.0,2324.5,34,1906.7,1901.1,46110.0,92095.62,0.5006752764137969,0.29,1,2,,,
GODIGIT,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-05,280.4,263.3,34,241.85,241.45,1511491.0,759860.0,1.9891703734898534,0.17,0,0,,,
KANSAINER,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-05,210.38,198.92,34,180.98,182.27,129858.0,314738.78,0.41258976729845614,-0.71,0,2,,,
OMNI,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-05,732.6,610.5,34,562.5,551.35,1018160.0,1395074.1,0.7298250322330548,2.02,0,0,,,
PTC,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-05,198.36,183.44,34,155.63,156.28,1053065.0,2158056.76,0.4879690930835388,-0.42,0,1,,,
WESTLIFE,2026-09-22,SUSTAINED_EP,False,1,2026-08-05,587.0,542.55,34,574.0,564.1,139627.0,329245.16,0.42408216418428146,1.76,0,7,,,NO_CATALYST
BAJAJELEC,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-06,382.5,348.1,33,323.45,326.0,74689.0,454866.52,0.1641998184434414,-0.78,0,0,,,
DECNGOLD,2026-09-22,SUSTAINED_EP,False,1,2026-08-06,225.43,199.03,33,225.17,217.04,1187001.0,2088729.1,0.5682886306318995,3.75,0,8,,,NO_CATALYST
IGARASHI,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-06,493.8,461.05,33,424.0,424.25,43387.0,494707.72,0.08770229015225395,-0.06,0,0,,,
KOLTEPATIL,2026-09-22,SUSTAINED_EP,False,1,2026-08-06,429.3,392.6,33,435.55,426.4,99378.0,422509.52,0.2352089013284245,2.15,1,9,,,NO_CATALYST
MAZDOCK,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-06,2530.0,2380.5,33,2204.0,2232.0,611823.0,754036.32,0.8113972547104893,-1.25,0,2,,,
RACLGEAR,2026-09-22,SUSTAINED_EP,True,1,2026-08-06,1475.0,1393.1,33,1758.0,1716.7,64952.0,78217.18,0.8304058008739257,2.41,2,5,,,NO_CATALYST
STOVEKRAFT,2026-09-22,SUSTAINED_EP,False,1,2026-08-06,800.2,756.0,33,827.8,815.1,107974.0,230137.76,0.46917116078647847,1.56,1,5,,,NO_CATALYST
TATATECH,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-06,801.55,754.0,33,715.55,724.9,476836.0,1592689.32,0.29939046743906084,-1.29,1,3,,,
ARVSMART,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-07,650.75,603.3,32,588.2,574.4,71059.0,226166.12,0.3141894108631302,2.4,0,4,,,
PGIL,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-07,2464.1,2221.5,32,1194.9,1138.4,230499.0,152666.06,1.5098247770329567,4.96,0,2,,,
TRAVELFOOD,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-07,1428.6,1337.2,32,1230.3,1228.5,15552.0,73339.12,0.2120559941270089,0.15,0,0,,,
WINDMACHIN,2026-09-22,SUSTAINED_EP,False,1,2026-08-07,303.55,276.5,32,300.0,295.85,183702.0,154031.22,1.1926283515770375,1.4,1,6,,,NO_CATALYST
ENTERO,2026-09-22,SUSTAINED_EP,False,1,2026-08-10,1315.1,1242.7,31,1841.8,1795.5,262292.0,291174.3,0.9008075231914355,2.58,4,10,,,NO_CATALYST
RAMCOIND,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-10,377.2,339.65,31,320.85,326.15,46173.0,634291.66,0.07279458790298457,-1.63,0,0,,,
SURAKSHA,2026-09-22,SUSTAINED_EP,False,1,2026-08-10,265.5,249.55,31,353.4,349.1,177064.0,200858.26,0.8815370600143604,1.23,2,7,,,NO_CATALYST
THOMASCOTT,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-10,349.05,315.15,31,236.9,236.7,91068.0,83667.36,1.0884531315437704,0.08,0,0,,,
ARE&M,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-11,970.25,897.7,30,793.2,794.3,387946.0,891857.14,0.43498670650324106,-0.14,0,0,,,
CHENNPETRO,2026-09-22,SUSTAINED_EP,False,1,2026-08-11,1426.1,1240.1,30,1392.0,1375.5,1113436.0,2411770.84,0.46166741115420407,1.2,1,9,,,NO_CATALYST
LUMAXTECH,2026-09-22,SUSTAINED_EP,False,1,2026-08-11,2076.3,1738.2,30,2116.4,2068.8,137061.0,281796.58,0.48638276589446183,2.3,0,5,,,NO_CATALYST
POLYMED,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-11,1863.9,1772.4,30,1699.0,1706.2,59651.0,158063.86,0.37738544408570057,-0.42,0,0,,,
DOLPHIN,2026-09-22,PERSISTENT_EP,True,1,2026-08-12,494.35,440.55,29,724.3,684.0,205636.0,95788.28,2.1467762026836685,5.89,4,5,,,NO_CATALYST
ORISSAMINE,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-12,4839.4,4504.8,29,3879.7,3820.8,5140.0,29507.92,0.17419052240889904,1.54,0,1,,,
TDPOWERSYS,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-12,1480.1,1275.6,29,756.4,747.3,1714771.0,1793869.08,0.9559064366057304,1.22,0,2,,,
ASTRAL,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-13,1592.0,1464.0,28,1381.6,1400.9,419577.0,1002322.82,0.4186046567312515,-1.38,0,1,,,
INGERRAND,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-13,4606.4,4292.2,28,4146.7,4206.4,14361.0,28670.54,0.5008974368812028,-1.42,1,2,,,
PRECWIRE,2026-09-22,SUSTAINED_EP,True,1,2026-08-13,468.65,422.3,28,491.1,473.7,960152.0,823210.46,1.1663505830574603,3.67,2,1,,,NO_CATALYST
SOLARINDS,2026-09-22,SUSTAINED_EP,False,1,2026-08-13,20324.0,18730.0,28,19890.0,19265.0,396641.0,171686.98,2.310256724184909,3.24,1,7,,,NO_CATALYST
VADILALIND,2026-09-22,SUSTAINED_EP,True,1,2026-08-13,7781.0,7246.5,28,7598.0,7415.0,48713.0,27589.74,1.765620118203361,2.47,0,2,,,NO_CATALYST
APEX,2026-09-22,FIZZLE_OUT_EP,False,1,2026-08-14,426.35,367.7,27,356.9,351.65,84991.0,354252.18,0.23991666049874416,1.49,0,0,,,
