SYMBOL,AS_OF_DATE,LABEL,LABEL_CHANGED,GENERATION,ANCHOR_DATE,ANCHOR_CLOSE,ANCHOR_PREV_CLOSE,SESSIONS_SINCE_ANCHOR,CLOSE,PREV_CLOSE,VOLUME,AVG_VOLUME_50,VOLUME_MULTIPLE,PCT_MOVE_VS_PREV,PERSISTENT_COUNT,SUSTAINED_COUNT,RESULT_DATE,DAYS_TO_OR_SINCE_RESULTS,CATALYST_CONTEXT
ATULAUTO,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-03,563.35,515.45,27,458.9,459.1,80477.0,264369.38,0.30441119920922766,-0.04,1,0,,,
BLUEDART,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-03,5427.0,5160.3,27,4987.2,4988.8,6858.0,25253.6,0.2715652421832927,-0.03,0,0,,,
KABRAEXTRU,2026-09-08,SUSTAINED_EP,True,1,2026-08-03,418.6,394.95,27,656.45,634.5,524936.0,364571.12,1.4398726920552567,3.46,5,3,,,NO_CATALYST
NOCIL,2026-09-08,PERSISTENT_EP,True,1,2026-08-03,174.05,164.17,27,185.07,172.23,6480440.0,726764.88,8.916831534292081,7.46,1,3,,,NO_CATALYST
UTTAMSUGAR,2026-09-08,SUSTAINED_EP,False,1,2026-08-03,240.45,222.33,27,287.55,284.0,175245.0,319591.92,0.5483398954516748,1.25,4,7,,,NO_CATALYST
VINDHYATEL,2026-09-08,SUSTAINED_EP,False,1,2026-08-03,2383.0,1985.9,27,2793.7,2765.0,91884.0,77466.06,1.1861194437925462,1.04,4,5,,,NO_CATALYST
CAPILLARY,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-04,534.95,495.55,26,460.55,473.8,547944.0,753663.46,0.727040687364623,-2.8,1,2,,,
EPACKPEB,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-04,260.35,243.95,26,234.0,230.44,560975.0,1149333.74,0.48808712428471823,1.54,0,0,,,
GRAPHITE,2026-09-08,SUSTAINED_EP,False,1,2026-08-04,710.05,657.95,26,734.25,717.1,1208880.0,1350072.02,0.8954188977266561,2.39,1,10,,,NO_CATALYST
KEI,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-04,5500.0,5023.3,26,4697.5,4704.0,1080574.0,468323.72,2.307322806540741,-0.14,0,6,,,
MANINFRA,2026-09-08,SUSTAINED_EP,False,1,2026-08-04,111.61,99.82,26,127.75,124.42,4913934.0,2004880.1,2.4509864704627473,2.68,1,6,,,NO_CATALYST
PNGSREVA,2026-09-08,SUSTAINED_EP,False,1,2026-08-04,510.95,443.25,26,546.55,540.15,252382.0,432038.02,0.5841661805597572,1.18,2,4,,,NO_CATALYST
UNIMECH,2026-09-08,PERSISTENT_EP,True,1,2026-08-04,1334.1,1259.8,26,1629.6,1495.7,939028.0,203023.7,4.625213706577114,8.95,3,3,,,NO_CATALYST
FIEMIND,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-05,2498.0,2324.5,25,2038.2,2068.8,36919.0,85833.08,0.43012554134140357,-1.48,1,2,,,
KANSAINER,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-05,210.38,198.92,25,193.4,194.28,173879.0,307946.74,0.5646398464877401,-0.45,0,2,,,
MMP,2026-09-08,PERSISTENT_EP,False,1,2026-08-05,329.35,301.05,25,478.5,444.95,482392.0,95754.76,5.037786111102989,7.54,4,7,,,NO_CATALYST
OMNI,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-05,732.6,610.5,25,525.9,519.55,328386.0,1287851.9,0.2549873941250543,1.22,0,0,,,
PTC,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-05,198.36,183.44,25,154.2,154.78,1017313.0,2029455.38,0.5012738934915633,-0.37,0,1,,,
SHILPAMED,2026-09-08,SUSTAINED_EP,False,1,2026-08-05,721.75,644.65,25,959.9,939.5,714579.0,1983113.86,0.3603318066669152,2.17,1,7,,,NO_CATALYST
SUDEEPPHRM,2026-09-08,SUSTAINED_EP,False,1,2026-08-05,958.95,871.8,25,1344.2,1323.3,192353.0,283357.22,0.678835711332854,1.58,2,6,,,NO_CATALYST
VARROC,2026-09-08,SUSTAINED_EP,False,1,2026-08-05,717.6,680.75,25,849.45,827.05,257449.0,605419.32,0.4252408066528171,2.71,1,7,,,NO_CATALYST
BAJAJELEC,2026-09-08,FIZZLE_OUT_EP,False,1,2026-08-06,382.5,348.1,24,339.95,342.1,97393.0,466966.16,0.20856543437751465,-0.63,0,0,,,
DECNGOLD,2026-09-08,SUSTAINED_EP,False,1,2026-08-06,225.43,199.03,24,223.22,215.77,1302537.0,2304991.4,0.5650940823466847,3.45,0,5,,,NO_CATALYST
GMMPFAUDLR,2026-09-08,PERSISTENT_EP,False,1,2026-08-06,979.85,857.1,24,1285.2,1235.7,1155005.0,302512.74,3.818037547774021,4.01,3,7,,,NO_CATALYST
HAL,2026-09-08,SUSTAINED_EP,False,1,2026-08-06,4920.0,4645.0,24,5031.1,4855.2,2553021.0,829148.6,3.079087391572512,3.62,0,4,,,NO_CATALYST
