SYMBOL,AS_OF_DATE,LABEL,LABEL_CHANGED,GENERATION,ANCHOR_DATE,ANCHOR_CLOSE,ANCHOR_PREV_CLOSE,SESSIONS_SINCE_ANCHOR,CLOSE,PREV_CLOSE,VOLUME,AVG_VOLUME_50,VOLUME_MULTIPLE,PCT_MOVE_VS_PREV,PERSISTENT_COUNT,SUSTAINED_COUNT,RESULT_DATE,DAYS_TO_OR_SINCE_RESULTS,CATALYST_CONTEXT
ATULAUTO,2026-09-01,FIZZLE_OUT_EP,False,1,2026-08-03,563.35,515.45,22,476.05,486.7,454055.0,254793.48,1.7820510948710304,-2.19,1,0,,,
IGPL,2026-09-01,SUSTAINED_EP,False,1,2026-08-03,496.65,471.25,22,548.35,534.8,124180.0,75331.46,1.6484480720272776,2.53,2,4,,,NO_CATALYST
LUMAXIND,2026-09-01,SUSTAINED_EP,False,1,2026-08-03,5772.5,5284.5,22,6422.5,6233.5,64094.0,17887.9,3.5830924815098473,3.03,0,6,,,NO_CATALYST
ROSSTECH,2026-09-01,SUSTAINED_EP,False,1,2026-08-03,1067.1,954.1,22,1136.2,1109.95,229506.0,277541.8,0.8269240885517065,2.36,0,5,,,NO_CATALYST
SPORTKING,2026-09-01,SUSTAINED_EP,False,1,2026-08-03,229.63,201.26,22,229.91,226.71,907686.0,770115.02,1.1786369262087628,1.41,0,3,,,NO_CATALYST
VINDHYATEL,2026-09-01,SUSTAINED_EP,False,1,2026-08-03,2383.0,1985.9,22,2576.7,2535.5,166929.0,71028.86,2.350157386729845,1.62,3,3,,,NO_CATALYST
ALIVUS,2026-09-01,SUSTAINED_EP,True,1,2026-08-04,1335.8,1214.4,21,1443.7,1405.7,395923.0,155933.02,2.539058116106518,2.7,1,4,,,NO_CATALYST
EPACKPEB,2026-09-01,FIZZLE_OUT_EP,False,1,2026-08-04,260.35,243.95,21,224.0,221.7,362380.0,1226039.86,0.2955695094611361,1.04,0,0,,,
GRAPHITE,2026-09-01,PERSISTENT_EP,True,1,2026-08-04,710.05,657.95,21,732.9,702.55,6472464.0,1243009.9,5.207089661956836,4.32,1,8,,,NO_CATALYST
MANINFRA,2026-09-01,SUSTAINED_EP,True,1,2026-08-04,111.61,99.82,21,124.56,122.62,8700614.0,1916129.72,4.540722848346614,1.58,1,4,,,NO_CATALYST
YASHO,2026-09-01,SUSTAINED_EP,False,1,2026-08-04,4359.9,3884.8,21,4269.8,4208.5,17171.0,61535.74,0.2790410905922315,1.46,1,6,,,NO_CATALYST
ARTEMISMED,2026-09-01,SUSTAINED_EP,False,1,2026-08-05,322.15,301.75,20,327.95,317.45,546257.0,332124.34,1.6447364261228188,3.31,0,4,,,NO_CATALYST
FIEMIND,2026-09-01,FIZZLE_OUT_EP,False,1,2026-08-05,2498.0,2324.5,20,2085.7,2036.2,106503.0,83567.5,1.2744547820624046,2.43,1,2,,,
KANSAINER,2026-09-01,FIZZLE_OUT_EP,False,1,2026-08-05,210.38,198.92,20,194.75,192.81,186115.0,275656.04,0.6751711299342471,1.01,0,2,,,
