SYMBOL,TRIGGER_REASON_FOR_RESEARCH,LABEL,ANCHOR_DATE,ANCHOR_CLOSE,SESSIONS_SINCE_ANCHOR,CLOSE,PCT_MOVE_VS_PREV,VOLUME_MULTIPLE
PROSTARM,Fresh Persistent pivot — check if fundamentals still support continued conviction,PERSISTENT_EP,2026-08-03,135.87,4,144.13,7.89,7.270813918855897
ROSSTECH,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-03,1067.1,4,1090.2,2.4,1.0937672619266818
UTTAMSUGAR,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-03,240.45,4,254.82,1.75,1.262428085488689
GRAPHITE,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-04,710.05,3,722.05,1.82,1.296090540482113
AGARWALEYE,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-05,521.05,2,532.3,2.16,2.6207423844796063
EMIL,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-05,147.56,2,149.78,1.5,5.013615800101543
HINDCOPPER,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-05,533.8,2,545.95,2.28,5.1169567685458
SHILPAMED,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-05,721.75,2,738.8,2.36,15.048465703764084
SUDEEPPHRM,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-05,958.95,2,974.15,1.59,1.8471309975394936
VSSL,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-05,329.35,2,333.85,1.37,7.639113322737596
VARROC,Upgraded to Sustained — check if fundamentals confirm the move is holding,SUSTAINED_EP,2026-08-05,717.6,2,737.85,2.82,4.4338220650146205
BAJAJELEC,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,382.5,1,382.5,9.88,55.12
BIRLANU,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,1538.7,1,1538.7,10.17,41.04
DECNGOLD,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,225.43,1,225.43,13.26,7.67
GMMPFAUDLR,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,979.85,1,979.85,14.32,50.65
HAL,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,4920.0,1,4920.0,5.92,5.9
IGARASHI,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,493.8,1,493.8,7.1,19.73
KOLTEPATIL,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,429.3,1,429.3,9.35,17.91
MAZDOCK,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,2530.0,1,2530.0,6.28,5.56
NAVINFLUOR,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,8650.0,1,8650.0,13.67,28.9
NEULANDLAB,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,21543.0,1,21543.0,7.95,21.8
RACLGEAR,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,1475.0,1,1475.0,5.88,6.72
ROLEXRINGS,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,152.8,1,152.8,5.51,8.69
SOTL,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,781.95,1,781.95,15.16,7.75
STOVEKRAFT,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,800.2,1,800.2,5.85,16.5
SUNDRMFAST,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,1085.25,1,1085.25,5.32,5.68
TATATECH,New EP triggered — establish baseline fundamentals/news context,NEW_EP,2026-08-06,801.55,1,801.55,6.31,6.26
